Fecha,Tipo de Comida,Composicion del Plato,Cocinada,Preparada,Dia de la semana,Hora,Bebida,Agua,Frutas/Verduras,Carne,Proteinas,Carbohidratos,Vegano,
01/08,Desayuno,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Domingo,09:23,Mate,0,1,0,1,1,0,										
01/08,Almuerzo,Hamburguesa de carne con ensalada   uvas   agua,1,0,Domingo,13:17,Agua,1,1,1,1,0,0,										
01/08,Merienda,Yogur con granola y banana   agua,1,0,Domingo,17:30,Agua,1,1,0,1,1,0,										
01/08,Cena,Pizza de tomate y queso,0,1,Domingo,21:51,Agua,1,1,0,1,1,0,										
02/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Lunes,08:15,Cafe,0,1,0,1,1,0,										
02/08,Almuerzo,Wrap con lechuga   tomate   queso   jamón   tomate   uvas   agua,1,0,Lunes,12:56,Agua,1,1,1,1,1,0,										
02/08,Merienda,Mate   Tostada con queso y mermelada   uvas   banana   agua,1,0,Lunes,18:10,Mate,0,1,0,1,1,0,										
02/08,Cena,Hamburguesa con Papas Fritas,0,1,Lunes,20:36,Agua,1,0,1,1,1,0,										
03/08,Desayuno,Café   tostada con palta   uvas,1,0,Martes,08:02,Cafe,0,1,0,1,1,1,										
03/08,Almuerzo,Hamburguesa de garbanzos con ensalada   banana   durazno   agua,1,0,Martes,13:17,Agua,1,1,0,1,1,1,										
03/08,Merienda,Mate   tostada con queso   naranjas   agua,1,0,Martes,17:23,Mate,0,1,0,1,1,0,										
03/08,Cena,Milanesa de carne con ensalada   banana   agua,1,0,Martes,20:49,Agua,1,1,1,1,1,0,										
04/08,Desayuno,Café   tostada con palta   huevo revuelto   uvas   agua,1,0,Miércoles,08:08,Cafe,0,1,0,1,1,0,										
04/08,Almuerzo,Hamburguesa de calabaza con ensalda   banana   durazno   agua,1,0,Miércoles,12:47,Agua,1,1,0,0,1,1,										
04/08,Merienda,Mate   tostada con queso   uvas   banana,1,0,Miércoles,17:22,Mate,0,1,0,1,1,0,										
04/08,Cena,Hamburguesa de espinaca y queso con batatas fritas   naranja   uvas   agua,1,0,Miércoles,21:03,Agua,1,1,0,1,1,0,										
05/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Jueves,08:05,Cafe,0,0,0,1,1,0,										
05/08,Almuerzo,Tortilla de papas con ensalada   naranja   agua,1,0,Jueves,12:51,Agua,1,1,0,1,1,0,										
05/08,Merienda,Yogur con granola y banana   agua,1,0,Jueves,18:00,Agua,1,1,0,1,1,0,										
05/08,Cena,Hamburguesa de espinaca y queso con puré de batata   banana   uvas   agua,1,0,Jueves,20:46,Agua,1,1,0,1,1,0,										
06/08,Desayuno,Café   tostada con queso y mermelada   naranja,1,0,Viernes,08:02,Cafe,0,1,0,1,1,0,										
06/08,Almuerzo,Hamburguesa de calabaza con ensalda   banana   arandanos   agua,1,0,Viernes,13:43,Agua,1,1,0,0,1,1,										
06/08,Merienda,Mate   ensalada de frutas,1,0,Viernes,16:49,Mate,0,1,0,0,0,1,										
06/08,Cena,Tostadas con hummus y tomate   duraznos   agua,1,0,Viernes,20:56,Agua,1,1,0,1,1,1,										
07/08,Desayuno,Mate   tostada con mermelada   naranja,1,0,Sábado,09:51,Mate,0,1,0,1,1,1,										
07/08,Almuerzo,Arroz con atún   lechuga y tomate   banana   agua,1,0,Sábado,13:43,Agua,1,1,1,1,1,0,										
07/08,Merienda,Yogur con granola y banana   agua,1,0,Sábado,16:49,Agua,1,1,0,1,1,0,										
07/08,Cena,Sushi   agua,0,1,Sábado,21:56,Agua,1,0,1,1,1,0,										
08/08,Desayuno,Mate con medialunas,1,0,Domingo,09:49,Mate,0,0,0,0,1,1,										
08/08,Almuerzo,Asado con ensalada   agua,1,0,Domingo,14:03,Agua,1,1,1,1,0,0,										
08/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Domingo,16:49,Mate,0,1,0,0,1,1,										
08/08,Cena,Wok de vegetales   agua,0,1,Domingo,21:56,Agua,1,1,0,0,1,0,										
09/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Lunes,08:13,Cafe,0,1,0,1,1,0,										
09/08,Almuerzo,Trata de atun   banana   agua,1,0,Lunes,12:41,Agua,1,1,1,1,1,0,										
09/08,Merienda,Yogur con granola y banana   agua,1,0,Lunes,17:09,Agua,1,1,0,1,1,0,										
09/08,Cena,Hamburguesa de espinaca y queso con batatas fritas   naranja   uvas   agua,1,0,Lunes,20:54,Agua,1,1,0,1,1,0,										
10/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Lunes,08:10,Cafe,0,1,0,1,1,0,										
10/08,Almuerzo,Milanesa de carne con ensalada   banana   agua,1,0,Martes,20:38,Agua,1,1,1,1,1,0,										
10/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Martes,17:13,Mate,0,1,0,0,1,1,										
10/08,Cena,Fideos con verduras   agua,1,0,Martes,21:02,Agua,1,1,0,0,1,1,										
11/08,Desayuno,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Miércoles,09:23,Mate,0,1,0,1,1,0,										
11/08,Almuerzo,Wok de vegetales   agua,1,0,Miércoles,13:09,Agua,1,1,0,0,1,1,										
11/08,Merienda,Yogur con granola y banana   agua,1,0,Miércoles,17:11,Agua,1,1,0,1,1,0,										
11/08,Cena,Wrap con lechuga   tomate   queso   jamón   tomate   uvas   agua,1,0,Miércoles,12:32,Agua,1,1,1,1,1,0,										
12/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Jueves,08:18,Cafe,0,1,0,1,1,0,										
12/08,Almuerzo,Milanesa de carne con ensalada   banana   agua,1,0,Jueves,12:38,Agua,1,1,1,1,1,0,										
12/08,Merienda,Yogur con granola y banana   agua,1,0,Jueves,17:31,Agua,1,1,0,1,1,0,										
12/08,Cena,Arroz con atún   lechuga y tomate   banana   agua,1,0,Jueves,21:09,Agua,1,1,1,1,1,0,										
13/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Viernes,08:15,Cafe,0,1,0,1,1,0,										
13/08,Almuerzo,Hamburguesa de espinaca y queso con batatas fritas   naranja   uvas   agua,1,0,Viernes,13:23,Agua,1,1,0,1,1,0,										
13/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Viernes,16:51,Mate,0,1,0,1,1,1,										
13/08,Cena,Empanadas de verdura   agua,0,1,Viernes,21:56,Agua,1,1,0,0,1,0,										
14/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Sábado,09:28,Cafe,0,1,0,1,1,0,										
14/08,Almuerzo,Wrap con lechuga   tomate   queso   jamón   tomate   uvas   agua,1,0,Sábado,13:16,Agua,1,1,1,1,1,0,										
14/08,Merienda,Yogur con granola y banana   agua,1,0,Sábado,16:29,Agua,1,1,0,1,1,0,										
14/08,Cena,Arroz con atún   lechuga y tomate   banana   agua,1,0,Sábado,21:21,Agua,1,1,1,1,1,0,										
15/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Domingo,09:55,Cafe,0,1,0,1,1,0,										
15/08,Almuerzo,Asado con ensalada   agua,1,0,Domingo,13:43,Agua,1,1,1,1,0,0,										
15/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Domingo,17:01,Mate,0,1,0,1,1,1,										
15/08,Cena,Milanesa de carne con ensalada   banana   agua,1,0,Domingo,21:09,Agua,1,1,1,1,1,0,										
16/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Lunes,08:21,Cafe,0,1,0,1,1,0,										
16/08,Almuerzo,Tarta de verduras   naranja   agua,1,0,Lunes,12:29,Agua,1,1,0,0,1,1,										
16/08,Merienda,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Lunes,17:37,Mate,0,1,0,1,1,0,										
16/08,Cena,Fideos con verduras   agua,1,0,Lunes,20:59,Agua,1,1,0,0,1,1,										
17/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Martes,08:17,Cafe,0,1,0,1,1,0,										
17/08,Almuerzo,Wok de vegetales   agua,1,0,Martes,13:13,Agua,1,1,0,0,1,1,										
17/08,Merienda,Yogur con granola y banana   agua,1,0,Martes,17:23,Agua,1,1,0,1,1,0,										
17/08,Cena,Milanesa de carne con ensalada   banana   agua,1,0,Martes,20:38,Agua,1,1,1,1,1,0,										
18/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Miércoles,08:10,Cafe,0,1,0,1,1,0,										
18/08,Almuerzo,Wrap con lechuga   tomate   queso   jamón   tomate   uvas   agua,1,0,Miércoles,12:41,Agua,1,1,1,1,1,0,										
18/08,Merienda,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Miércoles,17:20,Mate,0,1,0,1,1,0,										
18/08,Cena,Fideos con verduras   agua,1,0,Miércoles,20:55,Agua,1,1,0,0,1,1,										
19/08,Desayuno,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Jueves,08:10,Mate,0,1,0,1,1,0,										
19/08,Almuerzo,Hamburguesa de espinaca y queso con batatas fritas   naranja   uvas   agua,1,0,Jueves,13:13,Agua,1,1,0,1,1,0,										
19/08,Merienda,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Jueves,17:18,Mate,0,1,0,1,1,0,										
19/08,Cena,Tarta de verduras   naranja   agua,1,0,Jueves,20:49,Agua,1,1,0,0,1,1,										
20/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Viernes,08:20,Cafe,0,1,0,1,1,0,										
20/08,Almuerzo,Fideos con verduras   agua,1,0,Viernes,12:47,Agua,1,1,0,0,1,1,										
20/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Viernes,17:19,Mate,0,1,0,0,1,1,										
20/08,Cena,Pizza de brocoli   agua,0,1,Viernes,22:03,Agua,1,1,0,1,1,0,										
21/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Sábado,09:43,Cafe,0,1,0,1,1,0,										
21/08,Almuerzo,Milanesa de carne con ensalada   banana   agua,1,0,Sábado,13:27,Agua,1,1,1,1,1,0,										
21/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Sábado,17:48,Mate,0,1,0,1,1,1,										
21/08,Cena,Hamburguesa con papas fritas   agua,1,0,Sábado,21:49,Agua,1,0,1,1,1,0,										
22/08,Desayuno,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Domingo,09:23,Mate,0,1,0,1,1,0,										
22/08,Almuerzo,Asado con ensalada   agua,1,0,Domingo,12:55,Agua,1,1,1,1,0,0,										
22/08,Merienda,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Domingo,18:29,Mate,0,1,0,1,1,0,										
22/08,Cena,Wrap con lechuga   tomate   queso   jamón   tomate   uvas   agua,1,0,Domingo,21:03,Agua,1,1,1,1,1,0,										
23/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Lunes,08:15,Cafe,0,1,0,1,1,0,										
23/08,Almuerzo,Wok de vegetales   agua,1,0,Lunes,13:22,Agua,1,1,0,0,1,1,										
23/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Lunes,17:09,Mate,0,1,0,1,1,1,										
23/08,Cena,Sushi   agua,0,1,Lunes,21:18,Agua,1,1,1,1,1,0,										
24/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Martes,08:16,Cafe,0,1,0,1,1,0,										
24/08,Almuerzo,Hamburguesa de garbanzos con ensalada   banana   durazno   agua,1,0,Martes,13:24,Agua,1,1,0,1,1,1,										
24/08,Merienda,Mate   tostada con queso   naranjas   agua,1,0,Martes,17:23,Mate,0,1,0,1,1,0,										
24/08,Cena,Milanesa de carne con ensalada   banana   agua,1,0,Martes,21:04,Agua,1,1,1,1,1,0,										
25/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Miércoles,08:12,Cafe,0,1,0,1,1,0,										
25/08,Almuerzo,Tarta de verduras   naranja   agua,1,0,Lunes,13:12,Agua,1,1,0,0,1,1,										
25/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Miércoles,17:17,Mate,0,1,0,1,1,1,										
25/08,Cena,Milanesa de carne con ensalada   mandarina   agua,1,0,Viernes,13:22,Agua,1,1,1,1,1,0,										
26/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Jueves,08:22,Cafe,0,1,0,1,1,0,										
26/08,Almuerzo,Fideos con verduras   agua,1,0,Jueves,13:15,Agua,1,1,0,0,1,1,										
26/08,Merienda,Yogur con granola y banana   agua,1,0,Jueves,17:14,Agua,1,1,0,1,1,0,										
26/08,Cena,Hamburguesa con papas fritas   agua,1,0,Jueves,21:09,Agua,1,0,1,1,1,0,										
27/08,Desayuno,Mate   tostada con mermelada   naranja,1,0,Viernes,08:20,Mate,0,1,0,0,1,1,										
27/08,Almuerzo,Milanesa de pollo con ensalada   banana   agua,1,0,Viernes,13:22,Agua,1,1,1,1,1,0,										
27/08,Merienda,Mate   tostada con mermelada,1,0,Viernes,17:09,Mate,0,0,0,0,1,1,										
27/08,Cena,Sushi   agua,0,1,Viernes,22:35,Agua,1,1,1,1,1,0,										
28/08,Desayuno,Yogur con granola y banana   agua,1,0,Sábado,10:02,Agua,1,1,0,1,1,0,										
28/08,Almuerzo,Wrap con lechuga   tomate   queso   jamón   tomate   uvas   agua,1,0,Sábado,13:22,Agua,1,1,1,1,1,0,										
28/08,Merienda,Mate   tostada con queso   naranjas   agua,1,0,Sábado,19:03,Mate,0,1,0,1,1,0,										
28/08,Cena,Sushi   agua,0,1,Sábado,21:12,Agua,1,0,1,1,1,0,										
29/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Domingo,10:15,Cafe,0,1,0,1,1,0,										
29/08,Almuerzo,Tortilla de papas con ensalada   naranja   agua,1,0,Domingo,13:21,Agua,1,1,0,1,1,0,										
29/08,Merienda,Mate   tostada con mermelada,1,0,Domingo,18:19,Mate,0,0,0,0,1,1,										
29/08,Cena,Empanadas de verdura   agua,0,1,Domingo,20:33,Agua,1,1,0,0,1,1,										
30/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Lunes,08:02,Cafe,0,1,0,1,1,0,										
30/08,Almuerzo,Fideos con verduras   agua,1,0,Lunes,12:55,Agua,1,1,0,0,1,1,										
30/08,Merienda,Mate   medialunas,1,0,Lunes,17:20,Mate,0,0,0,0,1,1,										
30/08,Cena,Hamburguesa de espinaca y queso con batatas fritas   naranja   uvas   agua,1,0,Lunes,21:03,Agua,1,1,0,1,1,0,										
31/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Martes,08:11,Cafe,0,1,0,1,1,0,										
31/08,Almuerzo,Milanesa de carne con ensalada   banana   agua,1,0,Martes,12:49,Agua,1,1,1,1,1,0,										
31/08,Merienda,Café con medialunas,0,1,Martes,17:08,Cafe,0,0,0,0,1,1,										
31/08,Cena,Empanadas de verdura   agua,0,1,Martes,20:39,Agua,1,1,0,0,1,0,										
